minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
36,Foghorn Leghorn,0.6287534577779192,31.30297870672991,14.255742003508182,33.11938185121889,5.012291119239316,28.01739192794163,13.044874589324731,22.511732971898343
36,Bugs Bunny,0.6368675760383458,30.279529076938715,16.885359761058037,32.295825508905175,5.7947677395267965,10.59066987537661,13.187856753932437,31.714431429933416
36,Elmer Fudd,0.6160829137768112,28.274177212379513,15.444812662237402,35.69758719950782,5.775849042281578,22.853876271855338,16.067097515599507,29.577220678265267
36,Lola Bunny,0.6364270639968841,35.61553964264067,13.524307568944044,38.19851791068028,3.9141714370196263,22.02721097823683,14.87202625430327,33.3446503480251
36,Porky Pig,0.6205934299850147,28.701992853819675,16.20900079487938,31.082578085066576,5.495417428500117,18.868501957119364,14.952234903544925,27.678406192901324
36,Tasmanian Devil,0.6148119292466625,24.58370512617337,14.007519132954533,36.767754223326804,4.752331664625871,24.771162481599326,6.707256953052468,16.65922262962609
36,Gossamer,0.6287329347314184,33.28634930342194,14.114632683455808,33.78056173212946,7.205405124941812,14.027215017216948,13.564275421171793,32.016735511140936
36,Granny,0.6178953785415626,30.68727471049465,14.694964895593424,37.1512092351174,6.185019783845928,26.58530313136854,14.323093668044624,26.370538067512218
36,Wile E. Coyote,0.593462530829182,29.814350930542822,14.860217290419337,35.950946700276326,7.1706205899742965,24.34201070508248,17.270365041669574,29.315534644080724
36,Tweety,0.6181624624635179,26.772534608133725,14.64941090450013,35.07287598220817,7.055087439649472,24.489002725631213,11.129617144423205,21.428418444385233
36,Penelope,0.6164698068640351,25.737713884824746,14.603274706664546,28.024760741571804,6.424861971426618,19.387688068051382,7.101237752426937,14.760540657581391
36,Daffy Duck,0.642875634063822,29.368934192070242,14.68144032743929,32.41007122094342,7.295149142220503,16.30363450884318,16.70971664715696,34.234276415925876
